Timestamp,co,no,no2,nox,o3,pm10,pm25,relativehumidity,so2,temperature,wind_direction,wind_speed
2025-02-24T10:30:00Z,0.15,10.5,16.6,0.0174,23.5,105.0,39.0,41.0,28.8,30.3,217.0,1.3
2025-02-24T10:45:00Z,0.13,4.7,22.0,0.0156,24.1,105.0,39.0,42.0,28.3,29.7,213.0,1.1
2025-02-24T11:00:00Z,0.15,7.6,15.3,0.0143,23.3,105.0,39.0,41.0,27.0,29.8,220.0,1.2
2025-02-24T11:15:00Z,0.19,1.4,20.4,0.012,23.2,,39.0,44.0,27.4,29.2,247.0,0.9
2025-02-24T11:30:00Z,0.25,0.5,19.0,0.0105,22.5,129.0,46.0,44.0,27.4,29.2,241.0,1.1
2025-02-24T11:45:00Z,0.15,3.5,13.6,0.0101,22.8,129.0,46.0,43.0,27.2,28.6,227.0,1.1
2025-02-24T12:00:00Z,0.16,4.4,15.9,0.012,23.2,129.0,46.0,44.0,26.0,28.2,219.0,0.9
2025-02-24T12:15:00Z,0.14,6.6,19.3,0.0156,22.7,,46.0,45.0,26.0,27.5,210.0,0.9
2025-02-24T12:30:00Z,0.24,2.5,24.2,0.0149,21.8,156.0,41.0,47.0,26.3,26.5,206.0,0.6
2025-02-24T12:45:00Z,0.53,4.6,38.2,0.024,20.4,156.0,41.0,49.0,27.4,25.6,185.0,0.5
2025-02-24T13:00:00Z,0.76,1.4,56.0,0.030899999999999997,18.5,156.0,41.0,51.0,26.1,24.6,188.0,0.3
2025-02-24T13:15:00Z,0.86,2.2,65.5,0.0366,17.5,,41.0,54.0,26.3,23.6,179.0,0.3
2025-02-24T13:45:00Z,1.43,20.3,65.7,0.0514,15.8,147.0,47.0,61.0,27.8,22.2,182.0,0.3
2025-02-24T14:00:00Z,1.74,23.1,73.4,0.0578,15.7,147.0,47.0,64.0,28.4,21.8,193.0,0.3
2025-02-24T14:15:00Z,1.69,34.0,67.6,0.0636,16.0,,47.0,66.0,32.1,21.3,200.0,0.3
2025-02-24T14:30:00Z,2.29,53.2,66.0,0.0783,15.9,229.0,92.0,69.0,33.1,20.7,192.0,0.3
2025-02-24T14:45:00Z,2.56,75.9,56.9,0.0917,15.1,229.0,92.0,71.0,33.8,20.4,172.0,0.3
2025-02-24T15:00:00Z,2.74,69.8,50.4,0.0836,14.5,229.0,92.0,73.0,35.5,20.3,220.0,0.3
2025-02-24T15:15:00Z,3.11,84.5,58.3,0.0997,15.8,,92.0,74.0,36.9,19.8,180.0,0.3
2025-02-24T15:30:00Z,3.35,89.3,58.8,0.1039,16.9,221.0,113.0,77.0,39.7,19.4,198.0,0.3
2025-02-24T15:45:00Z,3.6,127.8,48.6,0.1298,16.9,221.0,113.0,78.0,43.5,19.4,236.0,0.3
2025-02-24T16:00:00Z,3.48,141.1,55.3,0.1441,17.9,221.0,113.0,79.0,45.6,19.1,211.0,0.3
2025-02-24T16:15:00Z,3.58,149.7,53.1,0.1499,18.7,,113.0,80.0,45.7,19.0,211.0,0.3
2025-02-24T16:30:00Z,3.82,161.6,47.2,0.1565,16.7,278.0,144.0,81.0,45.7,18.6,199.0,0.3
2025-02-24T16:45:00Z,3.78,137.8,54.4,0.1409,17.0,278.0,144.0,82.0,48.4,18.5,278.0,0.3
2025-02-24T17:00:00Z,3.62,140.8,48.9,0.1404,17.2,278.0,144.0,83.0,49.0,18.2,198.0,0.3
2025-02-24T17:15:00Z,3.37,125.7,41.5,0.1243,16.9,,144.0,84.0,50.3,18.0,171.0,0.3
2025-02-24T17:30:00Z,3.09,130.5,37.3,0.126,18.4,276.0,143.0,84.0,49.7,17.8,184.0,0.3
2025-02-24T17:45:00Z,3.02,121.4,38.6,0.1192,17.3,276.0,143.0,85.0,48.5,17.5,194.0,0.3
2025-02-24T18:00:00Z,3.13,122.7,34.3,0.118,16.4,276.0,143.0,86.0,49.4,17.6,246.0,0.3
2025-02-24T18:15:00Z,2.99,120.1,35.5,0.1165,16.7,,143.0,86.0,47.5,17.3,195.0,0.3
2025-02-24T19:15:00Z,2.34,101.0,34.0,0.1002,17.3,,116.0,88.0,45.5,16.5,187.0,0.3
2025-02-24T19:30:00Z,2.5,110.3,30.3,0.10579999999999999,18.6,271.0,144.0,88.0,45.0,16.3,187.0,0.3
2025-02-24T19:45:00Z,2.38,116.8,28.9,0.1103,,271.0,144.0,88.0,44.4,16.1,187.0,0.3
2025-02-24T20:00:00Z,2.06,108.5,25.4,0.1017,,271.0,144.0,89.0,44.9,16.0,187.0,0.3
2025-02-24T20:15:00Z,2.03,105.8,11.2,0.092,18.0,,144.0,89.0,45.1,15.9,188.0,0.3
2025-02-24T20:30:00Z,1.84,95.7,18.3,0.0876,18.4,226.0,121.0,89.0,44.0,15.7,205.0,0.3
2025-02-24T20:45:00Z,,,,,16.8,226.0,121.0,89.0,,15.7,207.0,0.3
2025-02-24T21:00:00Z,,,,,15.5,226.0,121.0,90.0,,15.6,207.0,0.3
2025-02-24T21:15:00Z,1.71,103.5,13.3,0.0912,16.6,,121.0,90.0,37.2,15.6,207.0,0.3
2025-02-24T21:30:00Z,1.6,104.8,13.6,0.09240000000000001,17.1,197.0,113.0,90.0,41.4,15.4,207.0,0.3
2025-02-24T21:45:00Z,1.53,101.9,9.7,0.088,17.7,197.0,113.0,90.0,39.9,15.4,206.0,0.3
2025-02-24T22:00:00Z,1.2,82.4,22.2,0.0788,17.2,197.0,113.0,90.0,37.6,15.5,198.0,0.3
2025-02-24T22:15:00Z,1.02,73.1,27.3,0.07390000000000001,16.3,,113.0,90.0,39.5,15.6,199.0,0.3
2025-02-24T22:30:00Z,0.98,63.5,32.6,0.069,16.3,150.0,97.0,90.0,39.5,15.7,197.0,0.3
2025-02-24T22:45:00Z,0.86,75.4,32.6,0.07859999999999999,14.1,150.0,97.0,90.0,38.3,16.1,146.0,0.3
2025-02-24T23:00:00Z,0.78,75.1,40.3,0.0825,13.9,150.0,97.0,90.0,34.9,16.1,98.0,0.3
2025-02-24T23:15:00Z,0.84,81.8,41.7,0.0887,15.5,,97.0,90.0,33.9,16.1,284.0,0.3
2025-02-24T23:30:00Z,0.9,86.5,28.2,0.0853,16.1,128.0,88.0,90.0,35.6,15.9,265.0,0.3
2025-02-24T23:45:00Z,0.92,77.3,36.1,0.082,16.0,128.0,88.0,90.0,37.4,16.0,265.0,0.3
2025-02-25T00:00:00Z,0.8,75.6,36.4,0.0808,16.4,128.0,88.0,90.0,37.5,16.2,289.0,0.3
2025-02-25T00:15:00Z,0.78,81.1,41.7,0.0881,15.0,,88.0,90.0,37.8,16.3,266.0,0.3
2025-02-25T00:30:00Z,0.88,75.3,43.4,0.0843,16.5,185.0,113.0,89.0,39.6,16.3,277.0,0.3
2025-02-25T00:45:00Z,0.89,65.4,44.3,0.0768,16.0,185.0,113.0,89.0,38.5,16.2,262.0,0.3
2025-02-25T01:00:00Z,0.84,63.7,38.8,0.0724,15.1,185.0,113.0,89.0,37.3,16.1,233.0,0.3
2025-02-25T01:30:00Z,0.88,77.7,41.2,0.085,16.9,194.0,130.0,89.0,38.3,15.9,232.0,0.3
2025-02-25T02:00:00Z,0.78,56.7,49.4,0.0723,15.1,194.0,130.0,90.0,37.7,16.1,256.0,0.3
2025-02-25T02:15:00Z,0.8,63.8,41.9,0.0742,15.8,,130.0,89.0,37.8,16.4,131.0,0.3
2025-02-25T02:45:00Z,0.93,57.6,55.0,0.0762,15.4,208.0,129.0,88.0,37.4,17.5,203.0,0.4
2025-02-25T03:00:00Z,0.93,48.4,52.8,0.0674,16.3,208.0,129.0,86.0,35.0,18.8,209.0,1.0
2025-02-25T03:15:00Z,0.54,33.1,57.2,0.0574,17.1,,129.0,81.0,35.3,20.2,196.0,1.4
2025-02-25T03:30:00Z,0.49,20.5,60.9,0.049100000000000005,16.9,245.0,118.0,76.0,35.8,21.1,221.0,1.4
2025-02-25T03:45:00Z,0.31,21.1,60.0,0.049100000000000005,17.3,245.0,118.0,72.0,37.7,22.0,198.0,1.7
2025-02-25T04:00:00Z,0.13,9.8,40.8,0.0296,16.7,245.0,118.0,68.0,36.5,23.1,203.0,1.7
2025-02-25T04:15:00Z,0.08,10.3,33.5,0.026199999999999998,16.8,,118.0,64.0,37.3,24.5,242.0,0.9
2025-02-25T04:30:00Z,0.14,5.7,28.8,0.02,17.6,178.0,90.0,60.0,39.7,25.7,228.0,1.0
2025-02-25T04:45:00Z,0.15,7.3,36.2,0.0252,18.3,178.0,90.0,58.0,41.0,26.6,212.0,1.2
2025-02-25T05:00:00Z,0.22,4.8,34.1,0.022,19.1,178.0,90.0,57.0,41.6,27.1,249.0,0.9
2025-02-25T05:15:00Z,0.16,8.4,23.9,0.0195,20.2,,90.0,54.0,41.0,27.9,182.0,1.2
2025-02-25T05:30:00Z,0.21,5.2,20.6,0.0152,20.9,184.0,92.0,53.0,40.9,28.4,200.0,1.2
2025-02-25T05:45:00Z,0.14,2.5,26.0,0.0158,22.8,184.0,92.0,50.0,41.4,28.9,214.0,1.5
2025-02-25T06:00:00Z,0.19,2.4,25.5,0.0155,23.8,184.0,92.0,48.0,41.1,29.8,183.0,1.1
2025-02-25T06:30:00Z,0.02,1.4,20.3,0.012,24.9,168.0,101.0,42.0,38.9,30.8,229.0,1.5
2025-02-25T06:45:00Z,,4.5,10.8,0.0094,24.0,168.0,101.0,40.0,38.9,31.1,231.0,1.3
2025-02-25T07:00:00Z,,2.0,12.6,0.0083,22.7,168.0,101.0,41.0,37.6,31.2,238.0,1.4
2025-02-25T07:15:00Z,,,19.5,0.0075,22.6,,101.0,39.0,36.9,31.4,240.0,1.3
2025-02-25T07:30:00Z,,2.8,13.2,0.009300000000000001,22.5,100.0,57.0,38.0,34.5,31.4,231.0,1.6
2025-02-25T07:45:00Z,,1.6,14.4,0.0089,24.0,100.0,57.0,39.0,34.7,31.4,191.0,1.7
2025-02-25T08:00:00Z,,6.4,10.2,0.0106,25.8,100.0,57.0,40.0,34.3,30.3,190.0,1.3
2025-02-25T08:15:00Z,,,24.7,0.012199999999999999,26.4,,57.0,40.0,34.3,31.7,176.0,1.1
2025-02-25T08:30:00Z,,1.7,20.5,0.0123,27.2,133.0,80.0,38.0,35.5,32.7,192.0,0.9
2025-02-25T08:45:00Z,,1.7,16.5,0.0101,28.4,133.0,80.0,38.0,34.8,32.7,162.0,0.8
2025-02-25T09:00:00Z,,,20.9,0.0103,27.7,133.0,80.0,37.0,34.8,32.6,211.0,1.1
2025-02-25T09:15:00Z,,0.2,18.6,0.0101,28.1,,80.0,38.0,33.4,32.2,190.0,0.8
2025-02-25T09:30:00Z,,3.0,10.5,0.008,27.3,155.0,77.0,38.0,32.2,31.7,171.0,1.4
2025-02-25T09:45:00Z,,3.9,14.6,0.011,28.6,155.0,77.0,39.0,33.2,31.3,207.0,1.8
2025-02-25T10:00:00Z,,4.8,11.0,0.009699999999999999,28.6,155.0,77.0,38.0,32.0,31.6,242.0,1.0
2025-02-25T10:15:00Z,,5.8,19.1,0.0149,28.2,,77.0,38.0,31.8,31.7,238.0,1.1
2025-02-25T10:30:00Z,,1.7,12.9,0.008199999999999999,27.6,135.0,63.0,37.0,31.9,31.4,207.0,1.3
2025-02-25T10:45:00Z,,8.9,9.9,0.0125,27.7,135.0,63.0,35.0,30.5,31.4,220.0,1.1
2025-02-25T11:00:00Z,,0.7,12.3,0.0070999999999999995,26.2,135.0,63.0,35.0,29.5,31.4,243.0,0.7
2025-02-25T11:15:00Z,,7.0,15.0,0.013699999999999999,24.9,,63.0,36.0,28.3,31.4,248.0,0.7
2025-02-25T11:30:00Z,,1.9,19.1,0.011699999999999999,24.9,129.0,47.0,37.0,26.7,30.9,199.0,1.1
2025-02-25T11:45:00Z,,5.1,24.1,0.017,24.0,129.0,47.0,39.0,26.3,30.2,235.0,0.7
2025-02-25T12:00:00Z,,4.5,17.5,0.0129,24.0,129.0,47.0,40.0,26.5,29.7,277.0,0.3
2025-02-25T12:15:00Z,,,27.4,0.012,22.9,,47.0,44.0,27.5,28.9,244.0,0.3
2025-02-25T12:30:00Z,0.21,4.9,49.5,0.0303,21.4,151.0,50.0,47.0,26.3,27.8,196.0,0.3
2025-02-25T12:45:00Z,0.29,7.2,46.7,0.030699999999999998,18.8,151.0,50.0,52.0,25.7,26.5,171.0,0.3
2025-02-25T13:00:00Z,0.72,6.4,63.6,0.039,17.6,151.0,50.0,56.0,25.9,25.4,176.0,0.3
2025-02-25T13:15:00Z,1.02,19.5,71.1,0.053700000000000005,14.2,,50.0,55.0,27.7,24.6,178.0,0.3
2025-02-25T13:30:00Z,0.95,13.8,74.6,0.0509,15.0,266.0,63.0,56.0,28.9,24.1,168.0,0.3
2025-02-25T13:45:00Z,1.04,22.3,68.4,0.0546,15.0,266.0,63.0,58.0,28.6,23.5,179.0,0.3
2025-02-25T14:00:00Z,1.59,41.3,68.8,0.0701,14.6,266.0,63.0,61.0,30.4,22.8,178.0,0.3
2025-02-25T14:30:00Z,2.62,85.0,61.9,0.102,18.2,295.0,111.0,67.0,37.3,21.7,187.0,0.3
2025-02-25T14:45:00Z,2.92,110.1,48.9,0.1155,17.7,295.0,111.0,69.0,39.9,21.4,144.0,0.3
2025-02-25T15:00:00Z,2.99,119.2,57.5,0.1275,16.1,295.0,111.0,70.0,41.3,21.1,322.0,0.3
2025-02-25T15:15:00Z,3.11,107.7,68.3,0.12390000000000001,17.3,,111.0,72.0,42.2,20.8,87.0,0.3
2025-02-25T15:30:00Z,3.41,117.3,59.3,0.1269,17.6,296.0,135.0,73.0,43.3,20.4,227.0,0.3
2025-02-25T15:45:00Z,3.89,136.9,50.5,0.1381,18.2,296.0,135.0,75.0,45.1,20.2,211.0,0.3
2025-02-25T16:00:00Z,3.57,147.9,49.3,0.1464,18.0,296.0,135.0,76.0,46.5,20.2,194.0,0.3
2025-02-25T16:15:00Z,3.69,148.0,49.6,0.1467,17.0,,135.0,76.0,47.2,20.0,205.0,0.3
2025-02-25T16:30:00Z,3.8,162.4,47.7,0.1574,17.2,339.0,152.0,77.0,49.2,19.9,218.0,0.3
2025-02-25T16:45:00Z,3.77,156.5,44.5,0.1509,17.5,339.0,152.0,78.0,50.6,19.8,151.0,0.3
2025-02-25T17:00:00Z,3.92,152.1,41.3,0.1456,17.5,339.0,152.0,79.0,51.8,19.7,198.0,0.3
2025-02-25T17:15:00Z,3.73,141.8,49.6,0.1416,17.8,,152.0,79.0,52.3,19.6,210.0,0.3
2025-02-25T17:30:00Z,3.11,123.0,46.9,0.125,18.3,327.0,160.0,78.0,50.3,19.6,137.0,0.3
2025-02-25T17:45:00Z,2.6,109.1,34.5,0.107,17.4,327.0,160.0,77.0,48.2,19.6,197.0,0.3
2025-02-25T18:00:00Z,2.2,79.9,47.5,0.0902,16.9,327.0,160.0,76.0,45.8,19.6,261.0,0.3
2025-02-25T18:15:00Z,2.14,83.0,40.0,0.0887,15.8,,160.0,77.0,45.5,19.4,185.0,0.3
2025-02-25T19:15:00Z,2.86,96.1,24.4,0.0912,18.0,,118.0,80.0,44.1,18.9,175.0,0.3
2025-02-25T19:30:00Z,2.86,93.3,28.3,0.09090000000000001,17.7,300.0,141.0,81.0,45.0,18.8,177.0,0.3
2025-02-25T19:45:00Z,2.83,94.9,22.3,0.089,,300.0,141.0,81.0,44.0,18.8,176.0,0.3
2025-02-25T20:00:00Z,2.73,89.2,32.5,0.08979999999999999,,300.0,141.0,82.0,44.4,18.7,190.0,0.3
2025-02-25T20:15:00Z,2.59,88.2,24.5,0.0847,15.6,,141.0,82.0,43.8,18.6,186.0,0.3
2025-02-25T20:30:00Z,2.39,79.6,30.8,0.08109999999999999,14.9,246.0,124.0,82.0,44.0,18.6,186.0,0.3
2025-02-25T20:45:00Z,,,,,15.1,246.0,124.0,82.0,,18.7,187.0,0.3
2025-02-25T21:00:00Z,,,,,14.7,246.0,124.0,82.0,,18.9,187.0,0.3
2025-02-25T21:15:00Z,1.71,49.5,31.6,0.057,16.3,,124.0,81.0,35.2,19.1,193.0,0.3
2025-02-25T21:30:00Z,1.88,51.5,27.1,0.0562,15.4,205.0,107.0,81.0,36.0,19.3,205.0,0.3
2025-02-25T21:45:00Z,1.82,53.1,33.9,0.061200000000000004,16.4,205.0,107.0,81.0,35.5,19.4,169.0,0.3
2025-02-25T22:00:00Z,1.69,50.8,23.4,0.053700000000000005,16.1,205.0,107.0,80.0,35.6,19.6,202.0,0.4
2025-02-25T22:15:00Z,1.66,49.1,32.2,0.0571,16.6,,107.0,80.0,37.3,19.6,208.0,0.3
2025-02-25T22:30:00Z,1.61,43.6,28.2,0.0504,15.1,173.0,95.0,80.0,36.2,19.4,214.0,0.3
2025-02-25T22:45:00Z,1.6,43.8,27.0,0.05,14.3,173.0,95.0,81.0,35.2,19.2,218.0,0.3
2025-02-25T23:15:00Z,1.61,59.4,31.1,0.0648,13.7,,95.0,82.0,36.6,19.2,184.0,0.3
2025-02-25T23:30:00Z,1.64,60.0,28.1,0.0637,15.2,138.0,83.0,82.0,36.6,19.4,177.0,0.3
2025-02-25T23:45:00Z,1.65,65.7,24.2,0.0663,14.7,138.0,83.0,82.0,38.2,19.6,175.0,0.3
2025-02-26T00:00:00Z,1.56,56.2,18.3,0.0555,15.4,138.0,83.0,81.0,37.9,19.7,194.0,0.3
2025-02-26T00:15:00Z,1.33,45.2,26.5,0.0508,14.1,,83.0,81.0,36.8,19.8,252.0,0.3
2025-02-26T00:30:00Z,1.23,36.8,26.1,0.0438,13.7,146.0,86.0,81.0,35.0,19.8,187.0,0.3
2025-02-26T00:45:00Z,1.34,35.7,28.1,0.0439,14.5,146.0,86.0,81.0,35.2,19.6,167.0,0.3
2025-02-26T01:00:00Z,1.42,51.9,23.0,0.0544,14.6,146.0,86.0,82.0,37.7,19.7,235.0,0.3
2025-02-26T01:15:00Z,1.72,63.9,30.9,0.0684,14.4,,86.0,82.0,40.1,19.7,190.0,0.3
2025-02-26T01:30:00Z,1.95,69.5,24.8,0.0697,14.9,186.0,111.0,83.0,42.7,19.9,220.0,0.3
2025-02-26T01:45:00Z,2.21,85.4,15.6,0.0777,15.9,186.0,111.0,83.0,43.1,19.8,160.0,0.3
2025-02-26T02:00:00Z,2.19,82.4,22.2,0.0788,14.6,186.0,111.0,82.0,44.0,20.0,185.0,0.3
2025-02-26T02:15:00Z,2.36,103.7,11.9,0.0906,14.9,,111.0,82.0,44.7,20.1,166.0,0.3
2025-02-26T02:30:00Z,2.56,116.3,23.5,0.1071,15.8,265.0,133.0,82.0,44.5,20.5,151.0,0.3
2025-02-26T02:45:00Z,2.63,116.2,22.4,0.10640000000000001,17.7,265.0,133.0,81.0,44.6,20.8,151.0,0.3
2025-02-26T03:00:00Z,2.69,117.1,26.0,0.109,16.8,265.0,133.0,80.0,45.7,21.1,181.0,0.3
2025-02-26T03:15:00Z,2.84,103.5,41.2,0.1061,17.5,,133.0,78.0,46.6,21.8,167.0,0.6
2025-02-26T03:30:00Z,2.86,84.2,52.4,0.0963,18.0,387.0,155.0,75.0,48.4,22.7,201.0,0.6
2025-02-26T03:45:00Z,2.46,52.0,69.6,0.0793,18.5,387.0,155.0,68.0,48.4,24.6,86.0,1.7
2025-02-26T04:00:00Z,2.08,32.0,62.7,0.0594,19.0,387.0,155.0,62.0,52.9,26.3,137.0,1.2
2025-02-26T04:15:00Z,1.65,21.3,56.7,0.0475,18.3,,155.0,58.0,52.6,27.4,127.0,1.4
2025-02-26T04:30:00Z,1.49,13.8,43.0,0.0341,18.6,405.0,204.0,56.0,52.2,28.4,155.0,1.3
2025-02-26T04:45:00Z,1.28,8.9,37.4,0.027100000000000003,17.8,405.0,204.0,53.0,51.8,29.6,180.0,1.1
2025-02-26T05:00:00Z,1.12,8.3,30.0,0.022699999999999998,17.3,405.0,204.0,50.0,52.4,30.7,113.0,1.6
2025-02-26T05:15:00Z,1.03,2.1,27.7,0.016399999999999998,18.0,,204.0,50.0,50.4,30.2,95.0,1.4
2025-02-26T05:30:00Z,0.85,5.7,20.4,0.0155,19.4,310.0,166.0,48.0,47.0,31.5,172.0,1.5
2025-02-26T05:45:00Z,0.92,6.6,18.7,0.015300000000000001,19.8,310.0,166.0,47.0,44.0,32.5,149.0,1.4
2025-02-26T06:00:00Z,0.85,7.7,11.6,0.0125,20.2,310.0,166.0,46.0,44.8,33.2,170.0,1.6
2025-02-26T06:15:00Z,0.7,3.2,21.9,0.014199999999999999,20.2,,166.0,44.0,42.5,33.5,138.0,2.1
2025-02-26T06:30:00Z,0.64,7.7,6.7,0.0099,21.2,244.0,129.0,43.0,40.6,34.4,136.0,1.2
2025-02-26T06:45:00Z,0.56,2.7,13.3,0.009300000000000001,21.0,244.0,129.0,42.0,38.1,34.9,125.0,1.4
2025-02-26T07:00:00Z,0.57,0.0,13.9,0.0074,18.3,244.0,129.0,42.0,36.5,35.2,153.0,1.2
2025-02-26T07:15:00Z,0.6,,19.8,0.009800000000000001,17.7,,129.0,41.0,35.1,35.2,109.0,2.1
2025-02-26T07:30:00Z,0.54,9.0,13.7,0.0146,20.1,177.0,91.0,41.0,37.1,35.1,153.0,1.6
2025-02-26T07:45:00Z,0.58,3.6,8.6,0.0075,21.7,177.0,91.0,41.0,37.5,35.5,155.0,1.5
2025-02-26T08:00:00Z,0.6,2.9,17.9,0.011800000000000001,21.1,177.0,91.0,40.0,38.2,35.7,135.0,1.7
2025-02-26T08:15:00Z,0.54,3.7,11.7,0.0092,22.4,,91.0,41.0,38.8,35.4,139.0,1.7
2025-02-26T08:30:00Z,0.57,6.6,12.2,0.0119,23.1,221.0,111.0,41.0,38.8,35.0,152.0,1.6
2025-02-26T08:45:00Z,0.58,7.3,14.0,0.0134,22.9,221.0,111.0,42.0,38.5,34.6,152.0,1.8
2025-02-26T09:00:00Z,0.53,3.4,11.8,0.0091,22.6,221.0,111.0,42.0,37.7,34.4,170.0,2.0
2025-02-26T09:15:00Z,0.47,2.9,17.5,0.0116,21.7,,111.0,43.0,37.9,34.4,161.0,1.9
2025-02-26T09:30:00Z,0.5,7.1,10.4,0.011300000000000001,22.8,206.0,77.0,43.0,36.9,34.1,134.0,1.9
2025-02-26T09:45:00Z,0.55,4.0,13.6,0.0105,23.0,206.0,77.0,42.0,35.8,34.4,140.0,1.7
2025-02-26T10:00:00Z,0.46,4.5,15.1,0.011699999999999999,22.9,206.0,77.0,42.0,35.7,34.4,127.0,1.4
2025-02-26T10:15:00Z,0.52,9.1,15.9,0.0159,22.3,,77.0,44.0,33.8,33.7,81.0,1.6
2025-02-26T10:30:00Z,0.46,7.0,16.1,0.0143,21.9,183.0,70.0,44.0,33.8,33.7,146.0,1.1
2025-02-26T10:45:00Z,0.41,3.3,10.1,0.008,23.1,183.0,70.0,44.0,34.8,33.7,142.0,1.0
2025-02-26T11:00:00Z,0.34,,14.6,0.0067,20.7,183.0,70.0,44.0,34.4,33.6,153.0,1.1
2025-02-26T11:15:00Z,0.29,4.3,11.5,0.0096,20.7,,70.0,45.0,32.0,32.8,132.0,0.8
2025-02-26T11:30:00Z,0.44,2.4,13.3,0.009,19.3,167.0,56.0,46.0,30.8,32.2,103.0,0.3
2025-02-26T11:45:00Z,0.64,0.6,30.7,0.016800000000000002,17.3,167.0,56.0,50.0,29.4,31.1,45.0,0.3
2025-02-26T12:15:00Z,0.79,3.4,37.1,0.0225,17.9,,56.0,58.0,29.6,29.5,279.0,0.3
2025-02-26T12:30:00Z,1.0,11.6,48.8,0.0354,14.1,217.0,72.0,60.0,29.8,28.8,193.0,0.3
2025-02-26T12:45:00Z,1.4,8.8,54.4,0.0361,15.3,217.0,72.0,60.0,31.2,28.2,155.0,0.4
2025-02-26T13:00:00Z,1.36,7.3,54.0,0.0347,15.7,217.0,72.0,60.0,31.2,27.9,54.0,0.3
2025-02-26T13:15:00Z,1.71,7.7,74.1,0.0456,17.0,,72.0,61.0,35.5,27.4,96.0,0.3
2025-02-26T13:30:00Z,1.76,4.4,73.2,0.0425,17.8,362.0,162.0,64.0,37.9,27.1,188.0,0.3
2025-02-26T13:45:00Z,1.85,8.0,76.7,0.047299999999999995,17.8,362.0,162.0,67.0,37.6,26.8,177.0,0.3
2025-02-26T14:00:00Z,2.15,20.6,73.8,0.056,17.4,362.0,162.0,69.0,39.2,26.5,227.0,0.3
2025-02-26T14:15:00Z,2.75,33.6,73.2,0.06620000000000001,17.1,,162.0,70.0,41.4,26.2,184.0,0.3
2025-02-26T14:30:00Z,3.58,58.6,65.0,0.08220000000000001,18.4,387.0,151.0,72.0,43.5,26.2,187.0,0.3
2025-02-26T14:45:00Z,3.97,80.1,75.0,0.105,19.5,387.0,151.0,73.0,47.4,26.2,249.0,0.3
2025-02-26T15:00:00Z,3.68,66.2,59.5,0.0855,19.6,387.0,151.0,73.0,46.3,26.0,239.0,0.3
2025-02-26T15:15:00Z,3.68,89.4,72.3,0.11109999999999999,12.9,,151.0,72.0,46.5,26.0,52.0,0.5
2025-02-26T15:30:00Z,3.44,81.6,74.3,0.10590000000000001,15.5,370.0,168.0,71.0,46.5,25.8,140.0,0.3
2025-02-26T15:45:00Z,2.89,66.2,74.1,0.0932,16.9,370.0,168.0,71.0,47.3,25.7,216.0,0.3
2025-02-26T16:00:00Z,3.13,77.3,67.8,0.099,15.8,370.0,168.0,72.0,47.0,25.5,195.0,0.4
2025-02-26T16:15:00Z,3.32,83.3,65.9,0.1028,14.4,,168.0,73.0,45.8,25.5,270.0,0.7
2025-02-26T16:30:00Z,2.63,55.4,62.2,0.07809999999999999,16.5,279.0,118.0,71.0,45.6,25.5,243.0,0.6
2025-02-26T16:45:00Z,2.39,43.5,52.4,0.0632,15.7,279.0,118.0,70.0,45.2,25.4,212.0,0.3
2025-02-26T17:00:00Z,2.26,25.6,57.3,0.0514,15.6,279.0,118.0,72.0,43.0,25.0,212.0,0.3
2025-02-26T17:15:00Z,2.12,25.7,56.5,0.0509,15.5,,118.0,73.0,42.6,24.7,259.0,0.3
2025-02-26T17:30:00Z,2.22,29.2,60.2,0.0557,15.2,260.0,108.0,74.0,41.0,24.2,218.0,0.3
2025-02-26T17:45:00Z,2.38,47.5,59.1,0.07,15.9,260.0,108.0,76.0,39.4,24.0,215.0,0.3
2025-02-26T18:00:00Z,2.47,49.3,61.0,0.0725,16.9,260.0,108.0,77.0,40.1,23.8,220.0,0.3
2025-02-26T18:15:00Z,2.4,61.1,52.6,0.0777,15.1,,108.0,79.0,41.4,23.4,234.0,0.3
2025-02-26T19:15:00Z,2.34,65.3,59.6,0.0847,15.7,,116.0,81.0,42.8,23.1,212.0,0.3
2025-02-26T19:30:00Z,2.29,64.1,50.9,0.0792,16.6,273.0,122.0,81.0,42.1,23.0,198.0,0.3
2025-02-26T19:45:00Z,2.22,65.6,47.8,0.0787,,273.0,122.0,82.0,40.9,22.9,192.0,0.3
2025-02-26T20:00:00Z,2.32,73.2,55.9,0.0892,,273.0,122.0,82.0,41.6,22.9,192.0,0.3
2025-02-26T20:15:00Z,2.37,77.1,49.2,0.0888,15.5,,122.0,83.0,42.7,22.8,192.0,0.3
2025-02-26T20:30:00Z,2.47,77.1,47.3,0.0878,17.6,248.0,121.0,84.0,44.9,22.7,192.0,0.3
2025-02-26T20:45:00Z,,,,,17.1,248.0,121.0,84.0,,22.7,192.0,0.3
2025-02-26T21:00:00Z,,,,,17.4,248.0,121.0,84.0,,22.7,192.0,0.3
2025-02-26T21:15:00Z,2.37,94.1,29.6,0.0923,14.6,,121.0,85.0,38.4,22.7,212.0,0.3
2025-02-26T21:30:00Z,2.4,116.7,36.4,0.1142,16.3,228.0,117.0,85.0,40.7,22.7,229.0,0.3
2025-02-26T21:45:00Z,2.3,117.6,35.1,0.1143,17.1,228.0,117.0,85.0,41.1,22.7,156.0,0.4
